case_id,model,file_path,filename,syntax_valid,syntax_error_message
repo_2d308aa_866cd52,Claude,cases/repo_2d308aa_866cd52/llm_claude_vicareclimate.py,llm_claude_vicareclimate.py,Yes,None
repo_2d308aa_866cd52,Claude,cases/repo_2d308aa_866cd52/llm_claude_parsers.py,llm_claude_parsers.py,Yes,None
repo_2d308aa_866cd52,Gemini,cases/repo_2d308aa_866cd52/llm_gemini_parsers.py,llm_gemini_parsers.py,Yes,None
repo_2d308aa_866cd52,GPT,cases/repo_2d308aa_866cd52/llm_climate.py,llm_climate.py,Yes,None
repo_2d308aa_866cd52,GPT,cases/repo_2d308aa_866cd52/llm_vicareclimate.py,llm_vicareclimate.py,Yes,None
repo_2d308aa_866cd52,Gemini,cases/repo_2d308aa_866cd52/llm_gemini_sensor.py,llm_gemini_sensor.py,Yes,None
repo_2d308aa_866cd52,Claude,cases/repo_2d308aa_866cd52/llm_claude_binary.py,llm_claude_binary.py,Yes,None
repo_2d308aa_866cd52,GPT,cases/repo_2d308aa_866cd52/llm_heater.py,llm_heater.py,Yes,None
repo_2d308aa_866cd52,Gemini,cases/repo_2d308aa_866cd52/llm_gemini_binary.py,llm_gemini_binary.py,Yes,None
repo_2d308aa_866cd52,Claude,cases/repo_2d308aa_866cd52/llm_claude_sensor.py,llm_claude_sensor.py,Yes,None
repo_2d308aa_866cd52,Gemini,cases/repo_2d308aa_866cd52/llm_gemini_climate.py,llm_gemini_climate.py,Yes,None
repo_2d308aa_866cd52,Claude,cases/repo_2d308aa_866cd52/llm_claude_climate.py,llm_claude_climate.py,Yes,None
repo_2d308aa_866cd52,Gemini,cases/repo_2d308aa_866cd52/llm_gemini_vicareclimate.py,llm_gemini_vicareclimate.py,Yes,None
repo_2d308aa_866cd52,Gemini,cases/repo_2d308aa_866cd52/llm_gemini_heater.py,llm_gemini_heater.py,Yes,None
repo_2d308aa_866cd52,GPT,cases/repo_2d308aa_866cd52/llm_binary.py,llm_binary.py,Yes,None
repo_2d308aa_866cd52,GPT,cases/repo_2d308aa_866cd52/llm_sensor.py,llm_sensor.py,Yes,None
repo_2d308aa_866cd52,Claude,cases/repo_2d308aa_866cd52/llm_claude_heater.py,llm_claude_heater.py,Yes,None
repo_2d308aa_866cd52,GPT,cases/repo_2d308aa_866cd52/llm_parsers.py,llm_parsers.py,Yes,None
repo_5992898_7c7c0aa,GPT,cases/repo_5992898_7c7c0aa/llm_helpertrigger.py,llm_helpertrigger.py,Yes,None
repo_5992898_7c7c0aa,Claude,cases/repo_5992898_7c7c0aa/llm_claude_texttrigger.py,llm_claude_texttrigger.py,Yes,None
repo_5992898_7c7c0aa,Claude,cases/repo_5992898_7c7c0aa/llm_claude_helpertrigger.py,llm_claude_helpertrigger.py,Yes,None
repo_5992898_7c7c0aa,Gemini,cases/repo_5992898_7c7c0aa/llm_gemini_texttrigger.py,llm_gemini_texttrigger.py,Yes,None
repo_5992898_7c7c0aa,Gemini,cases/repo_5992898_7c7c0aa/llm_gemini_helpertrigger.py,llm_gemini_helpertrigger.py,Yes,None
repo_5992898_7c7c0aa,GPT,cases/repo_5992898_7c7c0aa/llm_texttrigger.py,llm_texttrigger.py,Yes,None
repo_5cc9e01_042a0f7,GPT,cases/repo_5cc9e01_042a0f7/llm_init.py,llm_init.py,Yes,None
repo_5cc9e01_042a0f7,Gemini,cases/repo_5cc9e01_042a0f7/llm_gemini_init.py,llm_gemini_init.py,Yes,None
repo_5cc9e01_042a0f7,Claude,cases/repo_5cc9e01_042a0f7/llm_claude_init.py,llm_claude_init.py,Yes,None
repo_9e73689_fd2dfc8,GPT,cases/repo_9e73689_fd2dfc8/llm_light.py,llm_light.py,Yes,None
repo_98ca948_0661374,GPT,cases/repo_98ca948_0661374/llm_light.py,llm_light.py,Yes,None
repo_98ca948_0661374,Claude,cases/repo_98ca948_0661374/llm_claude_light.py,llm_claude_light.py,Yes,None
repo_98ca948_0661374,Gemini,cases/repo_98ca948_0661374/llm_gemini_light.py,llm_gemini_light.py,Yes,None
repo_b7a7b7b_bb40659,Gemini,cases/repo_b7a7b7b_bb40659/llm_gemini_sensor.py,llm_gemini_sensor.py,Yes,None
repo_b7a7b7b_bb40659,Claude,cases/repo_b7a7b7b_bb40659/llm_claude_sensor.py,llm_claude_sensor.py,Yes,None
repo_b7a7b7b_bb40659,GPT,cases/repo_b7a7b7b_bb40659/llm_sensor.py,llm_sensor.py,Yes,None
repo_9b3743a_4037103,GPT,cases/repo_9b3743a_4037103/llm_light.py,llm_light.py,Yes,None
repo_a554cb8_9bc1c4c,GPT,cases/repo_a554cb8_9bc1c4c/llm_button.py,llm_button.py,Yes,None
repo_a554cb8_9bc1c4c,Claude,cases/repo_a554cb8_9bc1c4c/llm_claude_button.py,llm_claude_button.py,Yes,None
repo_a554cb8_9bc1c4c,Gemini,cases/repo_a554cb8_9bc1c4c/llm_gemini_button.py,llm_gemini_button.py,Yes,None
